Date,Open,High,Low,Close,Adj Close,Volume
10613,0.04375,0.048828,0.038802,0.041016,0.037621,2714688000
10616,0.044271,0.045833,0.041016,0.045313,0.041562,510480000
10617,0.045833,0.046745,0.041146,0.041797,0.038337,343200000
10618,0.041927,0.042969,0.039583,0.041667,0.038218,244368000
10619,0.041667,0.041927,0.041276,0.041536,0.038098,227520000
10620,0.041536,0.041667,0.039583,0.039583,0.036307,244032000
10623,0.039583,0.040625,0.039583,0.040365,0.037024,154704000
10624,0.039583,0.040625,0.036068,0.03724,0.034158,264096000
10625,0.036719,0.038542,0.036458,0.038021,0.034874,75120000
10626,0.038542,0.041146,0.038021,0.040104,0.036784,181920000
10627,0.040755,0.041667,0.039714,0.041276,0.037859,136848000
10630,0.041536,0.041667,0.039844,0.039844,0.036546,154080000
10631,0.040625,0.040885,0.03776,0.038281,0.035112,86976000
10632,0.038281,0.039323,0.03724,0.037891,0.034755,148224000
10633,0.038021,0.042708,0.038021,0.041146,0.03774,132240000
10634,0.041667,0.04375,0.041667,0.04349,0.03989,109728000
10638,0.044271,0.046094,0.039323,0.04375,0.040129,211008000
10639,0.042708,0.043229,0.040625,0.041406,0.037979,67728000
10640,0.042708,0.043229,0.040885,0.042057,0.038576,70704000
10641,0.041667,0.044271,0.041146,0.04349,0.03989,75360000
10644,0.044271,0.044792,0.041406,0.04375,0.040129,205248000
10645,0.044792,0.046745,0.042188,0.045833,0.042039,138096000
10646,0.052604,0.054688,0.048307,0.049479,0.045383,612768000
10647,0.051563,0.053125,0.047135,0.047917,0.043951,149136000
10648,0.048438,0.05,0.045313,0.045703,0.04192,172608000
10651,0.046875,0.047917,0.04375,0.045964,0.042159,92160000
10652,0.045833,0.046094,0.044792,0.045573,0.041801,55248000
10653,0.045833,0.045833,0.042188,0.042448,0.038934,61392000
10654,0.044531,0.044792,0.041146,0.041536,0.038098,57360000
10655,0.041927,0.04401,0.041927,0.04388,0.040248,78768000
10658,0.042708,0.045833,0.041927,0.044531,0.040845,75888000
10659,0.044401,0.046615,0.044401,0.045964,0.042159,143184000
10660,0.046615,0.046615,0.044531,0.045182,0.041442,235344000
10661,0.044401,0.045182,0.043229,0.043229,0.039651,54288000
10662,0.04349,0.04349,0.041667,0.042448,0.038934,90768000
10665,0.04349,0.044792,0.043229,0.044271,0.040607,108816000
10666,0.044531,0.045052,0.042448,0.042839,0.039293,79152000
10667,0.043229,0.04401,0.042057,0.043099,0.039532,51360000
10668,0.043229,0.044271,0.042188,0.04362,0.040009,46320000
10669,0.04349,0.045052,0.04349,0.04375,0.040129,105312000
10672,0.044661,0.044792,0.042448,0.042448,0.038934,36672000
10673,0.042708,0.042708,0.039063,0.039844,0.036546,163968000
10674,0.039583,0.039844,0.038021,0.039583,0.036307,60864000
10675,0.039453,0.041667,0.039323,0.040104,0.036784,40320000
10676,0.040625,0.04375,0.040625,0.04362,0.040009,88272000
10679,0.044922,0.045964,0.044141,0.044922,0.041204,65952000
10680,0.045052,0.045443,0.040885,0.041146,0.03774,69504000
10681,0.042448,0.044531,0.040495,0.04401,0.040367,153600000
10682,0.04401,0.044271,0.041927,0.042708,0.039173,30432000
10686,0.042188,0.043229,0.041146,0.041406,0.037979,98640000
10687,0.041797,0.041927,0.039583,0.040365,0.037024,69696000
10688,0.040625,0.04401,0.040365,0.04375,0.040129,89280000
10689,0.04401,0.045833,0.04349,0.044531,0.040845,130128000
10690,0.044792,0.044792,0.04349,0.04375,0.040129,48624000
10693,0.043229,0.043229,0.041146,0.041927,0.038457,33312000
10694,0.042708,0.042708,0.039583,0.040234,0.036904,36144000
10695,0.040104,0.041016,0.039063,0.039063,0.03583,48288000
10696,0.040104,0.040104,0.039063,0.040104,0.036784,35856000
